"Report Name","Document comment Annotator 1","Document comment Annotator 2","Document-level expert adjudication requested by at least 1 annotator","Expert ID 1.g1","Expert ID 2.g1","Expert document comment.g1","started.g1","ended.g1","ID","Page used","LLM Year","LLM Scope","LLM Value","LLM Unit","row_expert_requested_by_at_least_one_annotator_or_disagreement","Value correct (Yes/No) Ann 1","Value corrected Ann 1","Corrected page Ann 1","Value correct (Yes/No) Ann 2","Value corrected Ann 2","Corrected page Ann 2","Value: Who is right?.g1","Value corrected (fill in if necessary).g1","Value Reasoning (select if necessary, if multiple apply choose first).g1","Unit correct (Yes/No) Ann 1","Unit corrected Ann 1","Unit correct (Yes/No) Ann 2","Unit corrected Ann 2","Unit: Who is right?.g1","Unit corrected (fill in if necessary).g1","Unit reasoning  (select if necessary, if multiple apply choose first).g1","Comment Ann1","Comment Ann2","Page corrected (fill in if necessary).g1","Expert comment.g1","Unclear record (Yes/No).g1","true_value.g1","true_unit.g1","true_page.g1","Expert ID 1.g2","Expert ID 2.g2","Expert document comment.g2","started.g2","ended.g2","Value: Who is right?.g2","Value corrected (fill in if necessary).g2","Value Reasoning (select if necessary, if multiple apply choose first).g2","Unit: Who is right?.g2","Unit corrected (fill in if necessary).g2","Unit reasoning  (select if necessary, if multiple apply choose first).g2","Page corrected (fill in if necessary).g2","Expert comment.g2","Unclear record (Yes/No).g2","true_value.g2","true_unit.g2","true_page.g2","agreement_value","agreement_unit","agreement_page","agreement_value_unit","agreement_value_unit_page","at_least_one_group_flagged_unclear","Value Ann 1","Value Ann 2","Unit Ann 1","Unit Ann 2","row_disagreement_value_unit_page_or_unclear"
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1272",NA,2016,"2lb",NA,NA,"Yes","No",59888,"18",NA,NA,NA,"Ann2",NA,NA,"No","tonnes CO2",NA,NA,"Ann2",NA,NA,NA,NA,NA,"Australia emissions are missing (they are in the text but are not added)","No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00","Neither",NA,"2. WV: Extracted value is not related to the whole company","Neither",NA,"2. WV: Extracted value is not related to the whole company",NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,59888,NA,"tonnes CO2",NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1273",NA,2017,"2lb",NA,NA,"Yes","No",57884,"18",NA,NA,NA,"Ann2",NA,NA,"No","tonnes CO2",NA,NA,"Ann2",NA,NA,NA,NA,NA,"Australia emissions are missing (they are in the text but are not added)","No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00","Neither",NA,"2. WV: Extracted value is not related to the whole company","Neither",NA,"2. WV: Extracted value is not related to the whole company",NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,57884,NA,"tonnes CO2",NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1274",NA,2018,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1275",NA,2019,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1276",NA,2020,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1277",NA,2021,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1278",NA,2022,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1279",NA,2013,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1280",NA,2014,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1281",NA,2015,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1282",NA,2016,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1283",NA,2017,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1284",NA,2018,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1285",NA,2019,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1286",NA,2020,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1287",NA,2021,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1288",NA,2022,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","241",NA,2013,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","242",NA,2014,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","243",NA,2015,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","244",NA,2016,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","245",NA,2017,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","246",NA,2018,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","247","33",2019,"1",6228867,"MT of CO2e","Yes","No",170,"5","No",NA,NA,"Ann1",NA,NA,"No","MT CO2e","No","MT CO2e","Ann1",NA,NA,"Number refers to companies reporting GHG emissions using Apollo's tool","State that these are ""Reporting Companies' GHG emissions"", only companies they work with?",NA,NA,"No",170,"MT CO2e","5","11.0","13.0","see in text comments","15:33:59","15:39:00","Ann1",NA,NA,"Neither",NA,NA,NA,"Reporting companies GHG emissions would be scope 3 if anything.","No",170,NA,"5",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,170,NA,"MT CO2e","MT CO2e",TRUE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","248","5",2019,"1",170,"MT CO2e","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,170,170,"MT CO2e","MT CO2e",FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","249",NA,2020,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","250",NA,2021,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","251",NA,2022,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","252",NA,2013,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","253",NA,2014,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","254",NA,2015,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","255",NA,2016,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","256",NA,2017,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","257",NA,2018,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","258",NA,2019,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","259",NA,2020,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","260",NA,2021,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","261",NA,2022,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","262",NA,2013,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","263",NA,2014,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","264",NA,2015,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","265",NA,2016,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","266",NA,2017,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","267",NA,2018,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","268","33",2019,"2lb",1801024,"MT of CO2e","Yes","No",2616,"5","No",NA,NA,"Ann1",NA,NA,"No","MT CO2e","No","MT CO2e","Ann1",NA,NA,"Number refers to companies reporting GHG emissions using Apollo's tool","State that these are ""Reporting Companies' GHG emissions"", only companies they work with?",NA,NA,"No",2616,"MT CO2e","5","11.0","13.0","see in text comments","15:33:59","15:39:00","Ann1",NA,NA,"Neither",NA,NA,NA,"Reporting companies GHG emissions would be scope 3 if anything.","No",2616,NA,"5",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2616,NA,"MT CO2e","MT CO2e",TRUE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","269","5",2019,"2lb",2616,"MT CO2e","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2616,2616,"MT CO2e","MT CO2e",FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","270",NA,2020,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","271",NA,2021,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"apollo commercial real estate fina_2019_report.pdf",NA,NA,"Yes","14.0","12.0",NA,"17:47:59","17:51:59","272",NA,2022,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","see in text comments","15:33:59","15:39:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
